UserId,FullName,Email,Phone,CPF,BirthDate,Balance,Agency,NumAccount,Status,createdAt,CEP,Address,Num,Complement,Neighborhood,City,State
2887,Davi Miguel da Luz,emillyandrade@example.net,84 6808 2271,547.380.261-35,1983-04-24,6274.4,6349,198514,inactive,2022-02-15 11:23:37.143107,Núcleo Noah Monteiro,Dom Bosco,23766-711 Rodrigues / PI,,,,
2888,Sra. Lorena Pinto,aylla61@example.com,+55 11 1951 0727,084.739.521-97,1937-06-20,6184.26,6712,886246,inactive,2021-11-03 23:11:46.874587,"Passarela Renan da Conceição, 830",Mariano De Abreu,03004-916 Farias do Oeste / MT,,,,
2889,Sra. Nicole Guerra,arezende@example.com,21 4363 3761,027.491.865-01,2000-10-20,8868.91,7834,630026,inactive,2022-01-18 09:28:19.101135,"Passarela Catarina da Rosa, 48",Vila Paquetá,69781-524 Cassiano de Oliveira / ES,,,,
2890,Otto Martins,larasouza@example.org,+55 11 1015 3935,132.584.906-51,1975-03-20,7815.8,2156,296714,active,2023-12-20 13:51:51.647450,Pátio Nascimento,Parque São Pedro,70784506 Vieira / AC,,,,
2891,Nathan Cirino,sabrina24@example.org,0800 164 8698,728.695.403-29,1959-11-25,3915.9,1084,230748,inactive,2023-06-01 07:36:21.451337,"Viaduto Sales, 2",Guarani,22223-437 Rios / AL,,,,
2892,Mariane Novais,mathiaspires@example.org,+55 (031) 8873-1892,947.681.523-09,1932-09-08,6336.63,3089,691400,inactive,2020-08-28 19:02:42.965999,"Viela Antonella Lopes, 80",Novo Aarão Reis,47182279 Marques / RS,,,,
2893,Nina Fernandes,caue86@example.org,+55 (071) 8181-6835,968.453.012-98,1932-11-11,3203.85,9607,270312,inactive,2023-08-19 20:51:03.577373,"Recanto Pinto, 77",Calafate,27963133 Moreira / MG,,,,
2894,Maya Peixoto,manuella84@example.net,+55 (021) 1555-0880,940.862.371-13,1955-10-17,4573.57,4923,151328,inactive,2020-12-06 18:33:58.618808,"Vale Azevedo, 1",Canadá,06875288 Nascimento dos Dourados / MA,,,,
2895,Brayan Guerra,eda-rosa@example.org,(084) 6183 9690,597.821.463-82,2002-08-25,8779.39,9856,620917,active,2020-11-28 20:19:32.139570,"Colônia Barbosa, 83",Paulo Vi,35462-390 Costa / RN,,,,
2896,Miguel da Rocha,souzaasafe@example.com,+55 (081) 9284 2490,361.849.720-22,1966-02-02,9728.44,1502,284365,active,2021-03-13 08:24:01.791810,"Largo de Duarte, 4",Santa Sofia,32097-495 Andrade de da Rocha / RS,,,,
2897,Otto Cassiano,davipinto@example.net,71 8829 5700,819.367.042-69,1990-05-24,6426.22,9711,279789,active,2022-12-13 02:28:31.134951,"Trevo de Lopes, 81",Cinquentenário,75803-462 da Rosa / MS,,,,
2898,Nicole Vasconcelos,qda-conceicao@example.net,41 9772 4237,462.591.038-24,1953-12-17,6378.14,7908,210340,active,2024-05-23 18:23:37.738604,"Feira Dias, 587",Jardim Montanhês,13403-336 da Cunha / RS,,,,
2899,Dom Lopes,oliveiranina@example.net,+55 (041) 9844-2900,587.309.642-29,1972-06-26,3233.98,3896,720097,active,2023-01-11 21:07:19.604651,"Viela Azevedo, 37",Conjunto Santa Maria,30521-986 Siqueira / PR,,,,
2900,Sra. Maria Eduarda Cavalcante,sara74@example.org,+55 (071) 5480 6711,278.351.649-73,1992-08-11,5426.32,2675,426731,inactive,2021-12-08 13:49:04.284315,"Largo Martins, 17",Coração De Jesus,40991-383 Fogaça / PB,,,,
2901,Davi Lucas Camargo,pedroda-costa@example.org,+55 (021) 2434-5735,561.290.347-25,1992-05-22,8912.11,9738,608535,inactive,2021-09-17 16:31:54.671836,"Feira Guerra, 29",Independência,53474683 Freitas de Goiás / AP,,,,
2902,Emanuella Pimenta,costagustavo@example.net,(081) 5343 4560,581.760.249-02,1944-07-01,9809.66,2212,987963,inactive,2022-07-27 14:10:39.117641,"Sítio Moura, 16",Ouro Preto,87649766 Teixeira de Castro / PE,,,,
2903,Pietro Azevedo,mramos@example.net,61 1198 3612,820.461.359-89,1984-11-14,7036.86,3037,925630,inactive,2020-06-26 08:49:03.095712,"Quadra Machado, 76",Vila Coqueiral,62843-418 Fernandes / PB,,,,
2904,Amanda das Neves,hmendonca@example.net,71 3787 8333,175.083.249-60,2005-07-16,8363.64,4836,356500,inactive,2020-09-17 19:07:51.669540,"Campo de Pinto, 26",Calafate,65096-893 Moura / PB,,,,
2905,Theo Dias,thomas24@example.net,0300 662 8109,062.514.839-89,2000-01-16,3728.51,4311,204935,active,2020-07-06 22:06:23.726280,"Parque de Pinto, 773",Bonfim,31133-808 Campos / PE,,,,
2906,Noah Carvalho,nogueiraisaac@example.org,+55 21 5607 6050,240.938.567-29,1985-09-23,2568.52,9522,119696,inactive,2024-06-02 03:12:47.938975,"Vale de da Rosa, 69",Vista Alegre,89535235 da Mota de das Neves / MT,,,,
2907,Eduarda Melo,lmontenegro@example.org,+55 (084) 9730 7135,195.382.046-89,2000-12-24,8930.35,3892,626658,active,2022-12-01 00:10:15.392296,"Avenida Fernandes, 5",Cidade Jardim,51521-065 Cirino dos Dourados / MG,,,,
2908,Daniela Nunes,ana-ceciliada-costa@example.net,71 0614 4180,236.875.410-53,1942-06-13,1825.96,8587,795757,active,2023-04-15 04:40:40.392945,"Vale de das Neves, 79",Marilandia,25250962 Cassiano Verde / CE,,,,
2909,Dr. Otávio Montenegro,apollosiqueira@example.org,+55 31 5978-7515,142.689.057-58,2000-09-19,4520.05,3901,750038,inactive,2023-09-23 02:11:28.849038,"Condomínio Leonardo Pires, 99",Jardim Guanabara,48910-823 Costela do Galho / RN,,,,
2910,Melina Marques,isaque93@example.net,+55 71 8378-2898,709.653.841-01,2003-10-03,6260.2,9419,208863,inactive,2022-12-29 19:46:58.863899,"Setor de Machado, 37",Glória,69134-789 Barbosa / SP,,,,
2911,Matteo Pereira,raulda-conceicao@example.org,(071) 7994-7621,387.649.520-29,1977-08-17,6262.1,7966,657474,active,2023-09-26 23:16:55.796038,"Vale Rafaela Montenegro, 64",Chácara Leonina,17742905 Silva de Carvalho / CE,,,,
2912,Joana Azevedo,ana-luiza98@example.com,(051) 2467 5967,310.296.584-98,1956-10-14,6931.51,5860,804743,inactive,2021-09-01 10:17:40.965889,"Sítio Oliveira, 37",São João,95232-481 Campos da Mata / MS,,,,
2913,Rafaela da Rosa,nathan32@example.com,(061) 5385 8085,682.705.341-53,1984-11-26,3848.78,1737,146579,active,2024-02-06 07:04:12.199341,"Alameda de Novaes, 89",Estrela Do Oriente,02925-254 Leão do Norte / PE,,,,
2914,Dr. Calebe Câmara,julia55@example.net,71 5517-7201,720.813.546-08,2003-03-26,5776.63,3419,495390,active,2021-03-02 10:10:10.032960,"Sítio de Moura, 56",Vila Atila De Paiva,46840-736 Abreu / SC,,,,
2915,Rafaela da Cunha,da-matamaria-eduarda@example.org,+55 21 9698-5875,973.421.580-97,1927-07-31,4040.32,1028,404642,inactive,2022-02-13 08:40:03.430706,"Trecho de Pires, 1",Boa União 1ª Seção,02792139 Marques do Norte / AL,,,,
2916,Lunna Vieira,lorenzoandrade@example.com,21 0887-7963,246.980.157-58,2002-09-10,1924.45,2597,870847,active,2021-01-02 22:04:20.222530,"Passarela Emilly Martins, 35",Pongelupe,21883-963 Cavalcante de Goiás / BA,,,,
2917,Ana Vitória Gonçalves,vargassamuel@example.net,71 6066-8132,750.896.214-11,2004-03-30,1076.06,3440,381361,active,2021-03-28 12:32:44.270226,"Praia de Vasconcelos, 93",Vale Do Jatoba,60614-682 Martins / MT,,,,
2918,Sra. Carolina Garcia,tcamargo@example.com,+55 (031) 4633 3899,567.018.294-49,1932-10-22,8934.38,8022,678617,active,2021-06-09 21:15:12.994696,Vereda Borges,João Paulo Ii,28146-610 Sales do Galho / DF,,,,
2919,Luigi Sousa,carlos-eduardo29@example.net,+55 11 4404 6453,395.761.840-10,1943-01-02,5167.77,6346,835805,inactive,2022-06-19 20:34:37.290066,"Travessa de Pastor, 27",São Jorge 2ª Seção,37838-336 Fonseca do Oeste / AM,,,,
2920,Liz Brito,ida-paz@example.net,+55 81 1892 5698,518.920.746-30,1967-11-19,5500.27,9005,187182,inactive,2021-03-01 22:56:44.316657,"Pátio Aragão, 20",Aeroporto,95985028 da Mota / PR,,,,
2921,Dra. Giovanna Câmara,fpinto@example.com,+55 (021) 0641-4885,702.436.895-00,1998-06-15,4499.95,3686,203880,active,2022-03-13 12:54:04.006522,"Loteamento Agatha da Luz, 4",Vila Bandeirantes,86618-467 Duarte / MG,,,,
2922,Srta. Mirella das Neves,vianajoao-guilherme@example.net,+55 81 0620 5320,619.028.734-40,1963-11-17,8642.33,3853,154105,active,2023-08-01 19:41:27.869987,Vila Ramos,Santo Antônio,49829215 Sales das Pedras / AP,,,,
2923,Ana Cecília Rios,ralbuquerque@example.com,(071) 4610-4518,823.741.560-44,1997-07-06,1478.66,6770,501253,active,2020-07-17 09:58:20.392126,Morro Liz Macedo,Vila Betânia,97873346 Correia dos Dourados / RN,,,,
2924,Vicente Guerra,davi-luizazevedo@example.org,41 9783-1929,675.013.982-59,1940-11-03,7318.01,6590,632590,active,2021-06-16 19:05:21.133151,"Via de Abreu, 7",Vila Antena Montanhês,31846141 Siqueira do Campo / RJ,,,,
2925,Sr. Henry Gabriel da Cruz,gael-henriquerocha@example.com,84 9708 1114,243.150.987-79,1954-01-07,9240.24,8319,282918,active,2022-11-25 04:22:30.799086,"Residencial de Sales, 50",Vila Maria,16929-009 Novaes / SP,,,,
2926,Fernando Sá,camposcarolina@example.com,61 8613-7602,329.746.805-00,1995-03-27,2954.33,9665,474533,active,2022-07-23 10:55:19.915562,"Área João Gabriel Alves, 6",Havaí,71268547 Mendonça / PI,,,,
2927,Emanuelly Porto,ravi-lucca88@example.org,+55 81 3793 8551,658.790.431-93,1969-02-24,7232.01,4646,611883,active,2021-07-17 13:40:08.424604,"Ladeira Rezende, 125",São Geraldo,50408-427 Araújo / RO,,,,
2928,Cecília Pimenta,dantemontenegro@example.net,+55 (084) 2606-2600,476.591.283-37,1981-08-25,2242.91,6654,906725,active,2020-06-12 22:06:58.601649,"Rodovia Campos, 55",Vila Maria,87081804 Mendes da Praia / PI,,,,
2929,Daniel Brito,joao-lucasandrade@example.net,+55 (031) 0652-1835,145.809.763-39,1951-01-29,2861.68,8849,724510,inactive,2021-01-21 11:38:58.189947,"Morro Cassiano, 479",São José,85415802 Pastor do Campo / BA,,,,
2930,Ravy Cardoso,leticia58@example.org,81 2999-2716,719.563.420-52,1932-08-10,1960.13,9570,770513,active,2020-08-17 07:11:29.142297,"Conjunto de Cunha, 78",Trevo,64498851 da Paz / BA,,,,
2931,Maitê Borges,ana-ceciliasantos@example.org,0300-829-1527,267.935.418-46,1926-01-11,4683.43,9289,210350,active,2020-08-29 07:59:38.606436,"Avenida de Brito, 2",São Gabriel,21559422 Azevedo das Pedras / ES,,,,
2932,Hadassa Silva,luan94@example.net,(084) 1300 9782,130.485.967-39,1987-04-07,9334.19,2673,549917,active,2020-11-14 21:43:49.407067,"Colônia da Luz, 96",Paraíso,03809584 Vieira / SE,,,,
2933,Samuel da Rocha,azevedoana-vitoria@example.com,61 6723-2997,162.904.853-42,1986-07-07,5365.12,7013,549465,inactive,2023-09-06 12:37:52.468461,"Núcleo de da Cunha, 25",Parque São José,13000504 Albuquerque / SE,,,,
2934,Lorena Cavalcante,camila32@example.com,+55 (061) 5717 3380,906.412.875-85,1942-10-02,3826.33,1188,242322,inactive,2020-04-06 11:25:20.366650,Condomínio de Pacheco,Gutierrez,93580176 Duarte / SP,,,,
2935,Isaac Souza,zdias@example.com,(031) 0507 9859,849.201.357-50,1932-04-18,5302.09,1188,855126,active,2022-12-12 02:33:57.895825,"Avenida de Alves, 6",São João,99045-729 Novaes Alegre / PA,,,,
2936,Benjamin Mendes,sofiacassiano@example.org,(041) 6554 5913,430.267.918-22,1961-08-08,7897.97,1054,439839,inactive,2022-04-25 08:45:50.173769,"Rua da Paz, 32",Jaqueline,85307-286 Castro do Oeste / PR,,,,
2937,Esther Ribeiro,taraujo@example.org,+55 21 8861 8836,924.673.051-80,1966-03-28,3622.55,7430,624585,active,2022-03-13 02:43:55.635237,"Praça Ravy Fogaça, 77",Taquaril,44534979 Rios do Sul / TO,,,,
2938,Vitor Gabriel Campos,noahaparecida@example.net,(051) 3024 4487,482.739.601-96,2001-06-09,5302.08,5898,201672,active,2023-12-19 22:05:38.042401,"Lagoa Eduarda Albuquerque, 17",São Gabriel,01718745 Rodrigues / AL,,,,
2939,Evelyn Peixoto,carlos-eduardosouza@example.net,+55 71 5025-6433,072.935.481-41,1945-11-17,5381.5,2828,924252,inactive,2020-11-20 09:01:06.938184,"Estação Machado, 84",Cônego Pinheiro 2ª Seção,36656468 Ribeiro da Mata / MT,,,,
2940,Anthony Gabriel Pacheco,guerradavi-miguel@example.com,61 6971-8091,768.402.359-47,1976-10-24,3217.07,7538,283275,active,2023-08-22 06:16:16.634247,"Condomínio Ferreira, 787",Acaba Mundo,37338-881 das Neves de Melo / PA,,,,
2941,Vitor Gabriel Melo,elima@example.org,0900 925 3926,637.021.894-40,1929-01-10,8567.62,5594,453816,inactive,2022-03-12 08:40:02.887256,"Recanto de Teixeira, 47",Palmares,27635-982 Peixoto Alegre / AP,,,,
2942,Liam Camargo,mda-mota@example.com,0800-975-8907,164.507.289-49,1964-10-13,7811.19,4447,161664,active,2023-01-12 04:56:33.988157,"Colônia Antonella Moura, 16",Vila Aeroporto,05305005 Sampaio / GO,,,,
2943,Pietro Fogaça,yrios@example.org,0300-792-7493,147.832.690-50,1986-06-07,9199.38,4546,202420,active,2023-09-02 20:23:23.575664,"Loteamento Rocha, 7",Vila Madre Gertrudes 2ª Seção,43211269 Monteiro / PE,,,,
2944,Diogo Gonçalves,portobryan@example.net,(041) 1945 1887,958.360.421-60,2002-08-24,1431.49,5732,838737,inactive,2024-03-12 02:02:02.963487,"Praia Pimenta, 725",Sion,00221904 Dias de Viana / AL,,,,
2945,Emanuella Araújo,albuquerqueguilherme@example.com,+55 21 8386 9131,684.012.357-07,1944-05-21,1374.66,8396,197392,inactive,2024-05-21 07:07:52.003130,"Área Sophia Carvalho, 78",Cdi Jatoba,01726666 Duarte de Freitas / AM,,,,
2946,José Fogaça,eloaazevedo@example.net,(061) 4740 3970,687.129.435-09,1955-08-22,2528.63,5522,215628,active,2024-02-01 15:14:58.930387,"Feira de Rezende, 55",Vila São Gabriel,45864-227 Costa / GO,,,,
2947,Dr. Cauã Casa Grande,joao-gabrielmoraes@example.com,+55 21 3509-7648,189.246.375-09,1931-01-01,5847.49,5214,413837,inactive,2023-01-15 09:53:25.272010,"Vale de Borges, 370",Cabana Do Pai Tomás,43091-291 Silveira / ES,,,,
2948,Benício Gonçalves,vicente02@example.com,+55 71 7949 7032,013.298.567-59,1964-08-19,2294.85,1537,393381,active,2020-12-14 22:28:22.440393,"Chácara Pietro Fernandes, 74",Álvaro Camargos,87007-818 Leão do Campo / SP,,,,
2949,Maria Clara Nogueira,claravieira@example.org,51 2315 9944,364.709.821-31,1991-12-15,6420.72,8649,179925,active,2020-02-14 11:20:32.977716,"Travessa Isadora Guerra, 88",São Jorge 3ª Seção,07965-294 Lopes de Costa / BA,,,,
2950,Dr. Dante Gonçalves,nbarros@example.com,0300 677 0606,891.460.352-06,1988-01-17,5448.29,2910,204345,active,2022-02-25 06:12:15.801749,Pátio de Barros,Vila Copacabana,79569-183 Leão / MS,,,,
2951,Asafe Novaes,maria-vitorianascimento@example.org,+55 81 6229-2381,371.608.952-40,1964-07-07,1221.21,3489,923839,inactive,2021-05-27 07:55:24.495384,"Fazenda Lavínia Araújo, 20",Nova Granada,63576334 Novaes / AC,,,,
2952,Cecilia Montenegro,ypimenta@example.com,(021) 8316-1062,794.653.081-10,1968-05-28,3515.77,1083,341054,inactive,2023-07-10 01:10:18.751850,"Vale Guerra, 675",Estoril,27563-154 Ramos das Pedras / TO,,,,
2953,Vitor Marques,bento18@example.net,(061) 7558 7916,814.965.072-58,1947-02-17,9415.76,7576,260785,inactive,2021-04-27 12:24:57.135474,"Viaduto Gomes, 95",Mangabeiras,37850-960 Machado / DF,,,,
2954,Davi Lucca Mendes,novaisjoao-felipe@example.net,+55 31 8747-3615,107.846.235-62,1995-08-29,1723.79,5114,483998,active,2021-04-20 07:27:08.435472,"Vale Abreu, 58",Serra Do Curral,27646-847 Nogueira / MA,,,,
2955,Ana Luiza Casa Grande,kmacedo@example.net,(021) 8821 1067,590.234.168-05,1970-08-11,2314.68,2212,839954,active,2023-07-25 05:46:55.039326,"Rua Souza, 116",Vista Do Sol,46912765 Cavalcante da Praia / SE,,,,
2956,Enrico Correia,silvamaria-vitoria@example.org,+55 11 1339 9247,187.962.035-95,1979-08-08,8460.41,4466,397660,inactive,2021-09-05 16:11:35.497351,"Viaduto Jade Silveira, 299",Glória,03584027 Vieira / RO,,,,
2957,Anna Liz Silveira,alvesdavi-miguel@example.org,+55 (051) 9913-6842,391.687.425-09,1929-09-18,5220.87,9293,365973,active,2022-01-09 02:36:06.791100,"Favela de Moura, 2",Tirol,37560-058 Duarte / PI,,,,
2958,Liz Correia,ravi-luccamarques@example.net,51 4265 7414,815.043.769-00,1927-05-07,4726.67,7418,941492,active,2020-12-12 18:04:16.043449,"Viela Emanuella Machado, 33",Planalto,58266-975 Caldeira / RN,,,,
2959,Ana Liz Aparecida,melissaramos@example.net,(031) 8428-9786,852.147.936-00,1960-02-23,6298.6,8762,811871,active,2020-04-07 18:43:48.215411,"Setor Almeida, 12",Pilar,87011-384 das Neves das Pedras / TO,,,,
2960,Samuel Fernandes,emanuelly51@example.org,(041) 7089 7312,697.380.154-48,1988-07-24,6045.69,3920,475715,inactive,2022-10-27 22:10:40.229476,"Loteamento de Moraes, 13",Vila São Gabriel Jacui,92507-943 Aparecida / PR,,,,
2961,Antony Mendes,da-motadanilo@example.org,71 0564 0942,082.357.941-79,1974-02-20,3842.62,7473,199351,inactive,2023-10-28 03:15:39.591061,Alameda da Cunha,Vila Inestan,42079281 Aparecida / SE,,,,
2962,Luiz Otávio Montenegro,bento92@example.com,+55 (084) 5002-8324,184.320.965-98,1924-03-17,8285.84,4356,871723,inactive,2022-09-12 18:07:04.783119,"Distrito de Aragão, 393",Vila São João Batista,35714569 da Conceição / PR,,,,
2963,Sabrina Jesus,luiz-otavio87@example.org,(031) 0576-4434,960.547.382-83,1987-10-14,1062.16,9660,172161,inactive,2020-04-27 17:22:56.523874,"Vale Andrade, 212",Santa Terezinha,24732901 Martins / MS,,,,
2964,Pietro Almeida,maria-julia00@example.net,+55 51 0234 2414,317.826.049-87,1990-03-15,3335.67,5077,856395,active,2022-05-12 15:09:51.847547,"Ladeira de Alves, 27",Campo Alegre,87121-036 Guerra da Mata / BA,,,,
2965,Ravi Souza,ferreiraarthur-miguel@example.net,+55 21 3472 0698,168.453.927-73,1935-09-30,9743.51,7730,295098,active,2020-06-29 06:04:00.512954,"Avenida de Mendonça, 918",Dom Silverio,91466-585 Pacheco Alegre / MG,,,,
2966,Clarice Azevedo,xmelo@example.net,(061) 1432 2479,716.093.842-96,2006-01-22,2442.32,9935,358835,inactive,2021-01-30 23:23:43.916276,"Travessa Marina Garcia, 50",Acaba Mundo,95888-811 Leão do Sul / SE,,,,
2967,André Gomes,almeidamaria-luisa@example.net,+55 81 1223-2979,498.173.625-82,1970-10-05,9360.93,4487,115438,active,2022-08-07 09:00:39.191653,"Vereda Eloá Nogueira, 679",Cidade Nova,23779-646 Moreira / MT,,,,
2968,João Felipe Novais,dpinto@example.net,(061) 7040-4022,917.062.438-04,2005-04-20,8774.55,1041,534227,inactive,2023-02-02 02:59:07.824192,Morro Mariane Duarte,Santa Branca,66847-109 Pires / RJ,,,,
2969,Dr. Luiz Gustavo Sá,beniciomachado@example.org,0800 468 2639,264.175.093-70,1964-07-09,7637.22,1645,500727,inactive,2021-10-08 03:13:30.929787,"Trecho Aragão, 68",Jardim Vitoria,46906-209 Novais da Prata / RJ,,,,
2970,Gustavo da Conceição,ydas-neves@example.com,(041) 4488 1112,950.728.361-77,1961-09-08,1974.01,3224,483934,active,2020-07-02 09:34:34.955471,"Sítio de Albuquerque, 269",Vila Do Pombal,43476-401 Ferreira / PB,,,,
2971,Dr. Murilo Albuquerque,ana-beatriz97@example.com,(021) 9282-2193,783.261.950-30,2001-03-14,2087.94,3180,352143,inactive,2023-11-13 05:45:20.903375,Trecho Jesus,Santo André,94837-577 Borges do Sul / AP,,,,
2972,Erick Albuquerque,luan69@example.com,84 0427 7778,604.192.785-67,1937-12-13,4246.7,2182,668615,inactive,2021-01-01 04:37:52.234896,"Alameda Moreira, 78",Vila Esplanada,48302534 Gonçalves do Galho / MG,,,,
2973,Ravi Garcia,pborges@example.org,+55 (061) 1678 4424,752.410.398-05,1959-01-28,6980.81,9952,872479,inactive,2023-09-05 11:34:49.672059,Viaduto de Caldeira,Taquaril,76105629 Cunha / CE,,,,
2974,Kaique da Luz,theoramos@example.com,(081) 6995-0401,403.975.168-00,1973-08-10,8461.08,7559,125875,active,2023-08-19 09:00:20.648432,"Aeroporto Freitas, 73",Granja Werneck,74028-015 Costela do Campo / AC,,,,
2975,Nina Rezende,rrezende@example.org,(041) 6340 8717,978.062.134-22,2001-01-25,5914.8,1379,527779,inactive,2023-08-25 00:07:35.537630,Parque Pacheco,Santa Rita De Cássia,46982080 da Mata / RO,,,,
2976,Ana Leão,da-mataeloah@example.org,+55 11 1912-8991,472.518.960-01,1934-01-23,6848.04,4325,558267,active,2022-05-26 16:34:48.347635,"Chácara Caio Lima, 41",Vila Cemig,50534654 da Rosa de da Rocha / AC,,,,
2977,Ana Beatriz Pires,laura24@example.net,31 5160 1681,364.928.701-31,1950-06-30,3528.61,5498,675574,inactive,2024-01-13 23:21:40.485763,"Esplanada Rodrigo Montenegro, 731",Universitário,80477-725 Jesus / MS,,,,
2978,Yuri Aragão,dsantos@example.com,+55 (071) 9357-3081,465.370.198-93,1979-05-10,4268.27,5370,731803,active,2021-11-11 04:19:05.444461,"Núcleo de Costela, 73",Vila Aeroporto,41765-594 da Conceição das Pedras / AL,,,,
2979,Ana Julia da Paz,davi-miguelpereira@example.org,+55 71 7524 2409,250.689.743-74,2003-09-12,6355.34,5871,798691,inactive,2023-11-28 20:56:26.021381,"Área de Siqueira, 85",Calafate,24117219 Vieira da Serra / SC,,,,
2980,Erick Costela,abreugabrielly@example.com,(021) 3372 3668,195.628.473-73,1966-07-26,8544.08,2323,124047,inactive,2021-05-11 21:57:02.677442,"Praia Mendes, 923",Vila Satélite,37369-685 Almeida de Pacheco / AC,,,,
2981,Ravy da Mata,eduarda52@example.net,(021) 3884 3407,928.015.734-50,1928-07-06,6077.66,9115,219611,inactive,2023-08-11 05:25:37.881920,"Praça Borges, 91",Buraco Quente,46280560 Cunha / PB,,,,
2982,Valentim Ramos,luiz-fernando94@example.org,+55 84 8835-5729,896.013.752-95,1958-04-19,1169.95,5992,236817,active,2023-04-13 21:39:15.195349,"Viaduto de Cardoso, 832",Solar Do Barreiro,60364960 da Conceição do Campo / BA,,,,
2983,Sr. Mathias Nogueira,azevedocaue@example.com,(021) 3719 7121,032.458.967-00,1997-06-11,7834.48,9894,994355,active,2022-07-13 18:56:09.858726,Parque Silveira,Braúnas,87058-056 Teixeira da Prata / AM,,,,
2984,Dr. Isaac Caldeira,pastorigor@example.org,81 5733-0540,710.348.592-50,1960-12-24,9990.45,9628,681647,active,2024-02-12 10:44:16.126857,"Avenida de Ribeiro, 87",Nossa Senhora Da Aparecida,59809-078 Lima / PA,,,,
2985,Amanda Caldeira,domfernandes@example.net,(071) 5009-9424,095.437.268-92,1932-07-03,5818.09,7031,476099,inactive,2023-12-03 07:47:50.595315,"Trecho de Caldeira, 57",Santa Cecilia,08670-574 Azevedo dos Dourados / RN,,,,
2986,Sr. Dom Silva,lalves@example.net,(081) 2945 0138,360.948.271-04,1930-11-05,6604.45,1333,893778,inactive,2021-09-04 22:44:14.657076,"Loteamento Barros, 6",Serra Do Curral,54828496 Campos / SP,,,,
2987,Sr. Otto Martins,lavinia54@example.com,0900-881-2043,416.782.903-78,2000-01-21,7433.11,7744,781554,active,2021-03-13 01:18:47.538947,"Setor de Garcia, 577",Europa,28751-816 Moreira Paulista / CE,,,,
2988,Luigi Dias,carolinemontenegro@example.net,+55 41 7425 4871,860.352.974-47,1980-12-10,8989.29,2281,725054,inactive,2021-09-22 16:11:43.438807,"Vale João Pedro Rezende, 7",Vila Nova Gameleira 1ª Seção,80542705 Pacheco / MS,,,,
2989,Pedro Cassiano,kda-rocha@example.net,41 1795-5832,409.832.176-96,1939-06-30,2153.82,3148,622549,inactive,2024-04-29 18:16:14.195222,Aeroporto Breno Pimenta,Caiçara - Adelaide,20286380 Alves do Amparo / SP,,,,
2990,Alice Melo,jalbuquerque@example.com,71 2542 1702,245.698.703-92,1964-08-06,7379.98,3185,132951,inactive,2020-07-21 12:50:20.244043,"Pátio de da Rocha, 57",Vila Maria,89654-399 Costela das Flores / SE,,,,
2991,Sra. Carolina Costa,jesuscaroline@example.com,+55 (084) 9359-2803,357.240.968-38,1932-01-17,3790.77,8927,269383,inactive,2021-02-27 15:57:44.904335,"Vila de Silveira, 3",São João Batista,60333111 Castro do Norte / PI,,,,
2992,Alice Peixoto,da-luzmaria-julia@example.net,+55 51 7508 5022,947.183.506-20,1973-09-19,1870.36,3160,254551,active,2023-08-06 07:49:11.196872,"Estrada Luiz Miguel Ferreira, 2",Vila Dos Anjos,36807133 Aparecida / AM,,,,
2993,Ísis Gonçalves,vasconcelosbryan@example.com,+55 84 6684 0173,451.670.932-52,1962-01-13,5253.45,5129,912866,inactive,2021-10-17 23:53:41.139959,"Área de da Luz, 4",Das Industrias I,44744-848 Farias / MG,,,,
2994,Sr. Bento Nascimento,maria-vitoria79@example.com,+55 (061) 1395 0360,918.476.032-03,1996-09-27,5776.53,2343,428330,inactive,2022-11-29 15:34:07.915956,"Loteamento Camargo, 3",Vila Jardim Montanhes,13624450 Costela de Garcia / AM,,,,
2995,Cauã Pastor,ramosjuan@example.com,41 4489-4818,104.639.857-10,1972-01-25,7268.89,5456,130818,inactive,2020-05-11 12:37:17.773135,"Avenida Araújo, 94",Vila São Paulo,04510929 Sampaio de da Paz / DF,,,,
2996,Fernando Rodrigues,emanuellaaraujo@example.org,+55 (031) 6929 8820,907.253.614-25,1934-06-13,8238.53,8757,335270,active,2022-01-25 19:58:50.888865,"Via de Pereira, 28",Universo,35694-879 Rezende de da Costa / PE,,,,
2997,Larissa Farias,lmachado@example.org,(081) 6991 6016,072.894.536-38,1996-07-30,3647.76,2948,560134,active,2020-12-20 17:31:14.636188,"Fazenda Cunha, 61",Buritis,87511-427 da Cunha / AC,,,,
2998,Bryan da Luz,ana-vitoria45@example.org,41 0558-5256,148.739.062-96,1927-04-27,6347.08,7869,567669,inactive,2020-08-14 18:57:26.660516,"Parque de Fonseca, 74",São Bento,92296336 Abreu / PB,,,,
2999,Gustavo Henrique Carvalho,arthur16@example.com,+55 71 7366-1237,193.478.056-10,1941-04-12,9434.61,9609,393749,inactive,2023-02-24 05:33:27.878390,"Viela Pires, 46",Vista Do Sol,16478629 Gomes / SE,,,,
3000,Lucas Gabriel Mendes,marcelacassiano@example.net,+55 71 6251-8634,067.843.259-74,1984-07-17,6812.7,2754,341775,active,2022-02-20 17:02:26.641916,"Campo Castro, 32",Olhos D'água,92194339 Cassiano Paulista / MT,,,,
3001,Júlia da Mata,cfonseca@example.net,+55 51 8685 1411,675.134.082-62,1989-12-31,1019.39,9021,415263,inactive,2023-01-07 05:12:49.412163,"Vila de Barbosa, 4",Ernesto Nascimento,29818-841 Barros da Serra / TO,,,,
